,Currently Insured,Number of Vehicles,Number of Drivers,Marital Status,rank,click_rate_Josh,purchase_rate_Josh,click_rate_Angkun,purchase_rate_Angkun,click_rate_actual,purchase_rate_actual,click_rate_yushan_logreg,click_rate_yushan_knn,purchase_rate_yushan_logreg,purchase_rate_yushan_knn,click_rate_fangdi_log,click_rate_fangdi_rf,click_rate_fangdi_svm,click_rate_fangdi_knn,click_rate_fangdi_voting,purchase_rate_fangdi_log,purchase_rate_fangdi_rf,purchase_rate_fangdi_svm,purchase_rate_fangdi_knn,purchase_rate_fangdi_voting,ave_Click_pred,ave_Purchase_pred
75,N,1,2,M,1,0.48091392899999996,0.21765336899999999,0.26295614,0.12580685,0.482758621,0.18965517199999998,0.487687195,0.4,0.225757934,0.2,0.4850023291163664,0.4485956477435788,0.42808191796598394,0.8,0.539107581598365,0.23786626629550192,0.2509349445421699,0.2564642182516395,0.16000000000000003,0.248870778572274,0.4755497752149863,0.23305312845941795
76,N,1,2,M,2,0.318007165,0.140066094,0.15885386,0.079556994,0.333333333,0.128205128,0.279024773,0.3,0.127106317,0.3,0.2768725431947177,0.29354756540086396,0.13169471262801688,0.4,0.27696174197395407,0.13800204899160018,0.16251505860222984,0.07889461752207581,0.4,0.18227974031591934,0.2918630116488954,0.1419223796484575
77,N,1,2,M,3,0.16876507,0.065272383,0.09850067,0.05014177400000001,0.147368421,0.052631579000000005,0.135949557,0.1,0.067789044,0.0,0.13469748393440764,0.1554698954459119,0.13170113748680617,0.0,0.10330655619274323,0.06821358353135365,0.0849555375641383,0.07866601917749928,0.0,0.06305274332964818,0.14872050159507988,0.071557637023873
78,N,1,2,M,4,0.12863709,0.161922163,0.06551776,0.032873556,0.13636363599999998,0.113636364,0.060121095,0.0,0.03504234,0.0,0.05952059775357281,0.12817308189618562,0.1315957198638052,0.0,0.0763268455549343,0.030617769145393114,0.06225326284126683,0.07585615020010968,0.0,0.03427758988558824,0.09411296616243961,0.07245888374666498
79,N,1,2,M,5,0.08938671599999999,0.037345768,0.042717047,0.021985715,-7.0,-7.0,0.0253467,0.2,0.017812254,0.2,0.025084837916922842,0.1163270270177796,0.10778633770658068,0.2,0.10901790003019579,0.01310393265102787,0.054726536556356654,0.05905279541240903,0.0,0.04264393084628826,0.0640363202336756,0.030747122801846133
80,N,2,1,S,1,0.294543757,0.131311266,0.31139448,0.17356125,-7.0,-7.0,0.545814337,0.6,0.249365919,0.3,0.5223952517200277,0.4123857539149616,0.5602171538254044,0.6,0.5288827487457203,0.25711599189487455,0.23455752994788723,0.3255728384467301,0.36,0.2994204020871252,0.44378477490874735,0.21808767671069046
81,N,2,1,S,2,0.20302810699999999,0.15197734699999998,0.19518241,0.11659533,-7.0,-7.0,0.328214835,0.5,0.142294058,0.2,0.30780983303134607,0.20820208948231606,0.13198481782996174,0.0,0.16282318684910002,0.15395889090224804,0.11558555823256136,0.0725784197652754,0.0,0.08285692169056928,0.26181371612841553,0.14095396353370235
82,N,2,1,S,3,0.217705645,0.10053931099999999,0.121574536,0.07707457,0.177419355,0.064516129,0.165713946,0.2,0.076510304,0.1,0.1531120872770224,0.11933554588744481,0.12439077825630111,0.2,0.149554414612438,0.07780603786633923,0.06932526754652533,0.07057276371823724,0.12,0.0844435075042258,0.1639668060411168,0.08104523010321614
83,N,2,1,S,4,0.07125052,0.0,0.06826039,0.049866468,0.057142857000000005,0.0,0.07471946900000001,0.0,0.039730193,0.0,0.06847096041336544,0.0834685493978967,0.13169106559313346,0.0,0.0690255069429041,0.03534117087194765,0.05132822316881142,0.0788908133300356,0.0,0.04699107856622029,0.07447737470281554,0.03159989676018977
84,N,2,1,S,5,0.01149743,0.010690273,0.054106600000000005,0.03172195,0.007142857,0.007142857,0.031786858,0.0,0.020243476,0.0,0.029016715640105214,0.06038102713586691,0.10599003282051152,0.0,0.047474449573679633,0.01520837096563532,0.036507207295132016,0.06399777014113651,0.0,0.027514082737584926,0.03317050769399303,0.020662331815191833
85,N,2,1,M,1,0.25477902399999997,0.132221153,0.3306245,0.18002091,-7.0,-7.0,0.49431083200000003,0.4,0.22286553399999998,0.2,0.4856260496731087,0.39820487267810245,0.4179949500247534,0.6,0.4766688585640443,0.2302615290977254,0.22282218523493122,0.23752019305624442,0.24,0.23941683689103316,0.4082301945878028,0.20204260033316418
86,N,2,1,M,2,0.233197005,0.118898053,0.20726633,0.11729528,-7.0,-7.0,0.28438758,0.4,0.12527333300000001,0.2,0.27737276369204783,0.21668780488657113,0.13194971167066746,0.0,0.15464494703299736,0.13372913184671334,0.1185275930993837,0.07303214996491525,0.0,0.07708842941466915,0.2529112883946547,0.12410702773652427
87,N,2,1,M,3,0.205274113,0.153586509,0.12427962599999999,0.07659379,0.162790698,0.093023256,0.139093,0.1,0.066746058,0.1,0.13498878930188943,0.1137637556561085,0.1316468150039219,0.2,0.14515313043673908,0.06615946430423972,0.06417090467143169,0.07573139181066385,0.12,0.08048649081928945,0.14827991448949948,0.08766573399391786
88,N,2,1,M,4,0.0,0.0,0.06826039,0.049866468,0.054054054000000004,0.013513513999999999,0.061636294,0.1,0.034484548999999996,0.0,0.05966053045453408,0.07025694765871132,0.13161015530749595,0.0,0.06492346889894568,0.029716839645815722,0.041343098585078675,0.07884783869707558,0.0,0.0365973842017347,0.04788844302831135,0.0263861218077236
89,N,2,1,M,5,0.041030712000000004,0.010806173,0.044037938,0.030917944,0.02739726,0.006849315,0.026009751,0.0,0.017523743999999997,0.0,0.025145976892124097,0.05431553496557819,0.11785337655735786,0.0,0.04864391396329252,0.012726072097605802,0.030894452347843465,0.07035808623280305,0.0,0.027395291710999064,0.036625493714425576,0.017987610361362316
90,N,2,2,S,1,0.268381214,0.113769163,0.3073705,0.091411464,-7.0,-7.0,0.530249025,0.6,0.20930124100000003,0.2,0.5108023055777977,0.43191222165220877,0.563790812260719,0.8,0.5781974031687661,0.2898881792745196,0.267812811461587,0.33773872172972136,0.6400000000000001,0.37364352742982765,0.4353361915575016,0.22019284868402667
91,N,2,2,S,2,0.128772835,0.10447760800000001,0.20418897,0.06022466,0.1875,0.083333333,0.314557228,0.4,0.116756418,0.2,0.2980075983367433,0.21029744254724428,0.13167677183219992,0.0,0.16138893395744114,0.17145613202428472,0.12356794320950115,0.07835778151861206,0.0,0.08713914287970392,0.23790877597099688,0.12906452530844648
92,N,2,2,S,3,0.097929885,0.017994623,0.11059454,0.037244572999999996,0.11702127699999999,0.063829787,0.157235614,0.1,0.061926517,0.0,0.14718866578772152,0.11487091170207635,0.12031752618845212,0.0,0.09548938033690121,0.0858301200348038,0.06954582688040802,0.07226620917985731,0.0,0.047086171902749246,0.12930626912244944,0.058824271728802946
93,N,2,2,S,4,0.130813841,0.02984805,0.06707224,0.023892831,0.11,0.04,0.07050321400000001,0.0,0.031914855,0.0,0.0655685148787644,0.08752842387577252,0.13160487314208041,0.0,0.07012205260830709,0.03874293807542896,0.05484188667391164,0.07883869937411511,0.0,0.041816620996182996,0.08860349843863423,0.038836932437335145
94,N,2,2,S,5,0.0,0.0,0.04302248400000001,0.015049442,0.013513513999999999,0.013513513999999999,0.029914872000000002,0.0,0.016196721,0.0,0.027736915226309906,0.06405607751973341,0.1121748151214502,0.0,0.050340296316852634,0.016602749053045977,0.035945378949253676,0.06541344995498219,0.0,0.02665385488222989,0.03042696618651083,0.017186212250574914
95,N,2,2,M,1,0.297671532,0.133196385,0.32646978,0.09641304,-7.0,-7.0,0.47866635399999996,0.5,0.18600353,0.3,0.4740391952107385,0.4118695936118418,0.399003024932296,0.4,0.41986914166495337,0.2605842800011366,0.2530364822882082,0.2391665019874446,0.24,0.24673101224965135,0.41556166870564504,0.2082051693223362
96,N,2,2,M,2,0.31213486,0.188674229,0.20418897,0.06022466,0.32075471699999997,0.150943396,0.27181579100000003,0.6,0.102425628,0.4,0.2681642909640604,0.22232490438511088,0.13170043608360604,0.2,0.20692689493602295,0.14953042350518492,0.13067343322811292,0.07890227061634135,0.16000000000000003,0.13117189661068684,0.2686099615872929,0.14282592843332448
97,N,2,2,M,3,0.16998637,0.091038243,0.119577564,0.03748838,0.103092784,0.051546392,0.131761557,0.3,0.053914795999999994,0.1,0.12965915681479614,0.11038820517589398,0.1315998976197023,0.2,0.14244158359573178,0.07331908910848375,0.06496951150423537,0.07883788751373522,0.12,0.08329410900206614,0.13544882224767252,0.07081040990317979
98,N,2,2,M,4,0.075645511,0.02148775,0.06707224,0.023892831,0.053763440999999995,0.010752688,0.058111928,0.1,0.027671348999999998,0.0,0.05710865805780576,0.07707592146986507,0.13167849212685492,0.0,0.06609991452551253,0.032741011891318395,0.04556269212395129,0.07708604283980654,0.0,0.04188483635295317,0.06698550463191771,0.03186570075381742
99,N,2,2,M,5,0.032269767000000005,0.0,0.04302248400000001,0.015049442,0.018867925,0.018867925,0.024469391,0.0,0.014012898999999999,0.0,0.02403267233412825,0.06042279663576109,0.11895801024793584,0.0,0.0501850172482626,0.01396561252032449,0.030224373096902842,0.06660762836158586,0.0,0.025645536812911807,0.03529865674247234,0.014550721154306834
100,N,3,1,S,1,0.28603339,0.093552033,0.33358184,0.13310067,-7.0,-7.0,0.536844981,0.5,0.206563432,0.2,0.5114262562260293,0.3898471878682376,0.40894559880362674,0.2,0.3825441724731283,0.28201896962728057,0.23443739439073366,0.24251679438171997,0.16000000000000003,0.24449892774475765,0.4310379537735667,0.20414295725450354
101,N,3,1,S,2,0.240371305,0.17619621,0.24540637,0.08873888,-7.0,-7.0,0.320299565,0.2,0.115053016,0.2,0.2985302394361515,0.21266621855326526,0.13263969312571933,0.6,0.3107070141766906,0.16697612367041906,0.1235021019134276,0.07896516154022393,0.48,0.1969633011322801,0.2679668319973542,0.14543186289596166
102,N,3,1,S,3,0.180897141,0.027942658999999998,0.13987158,0.057094532999999996,0.15,0.05,0.160779653,0.3,0.060967832,0.0,0.1475023804455719,0.11520901134569957,0.13161330572884108,0.2,0.14912906756617772,0.08366166485938574,0.06912722408563562,0.07884795667380068,0.08000000000000002,0.08029681027468012,0.15109704644781788,0.06042484498625534
103,N,3,1,S,4,0.08746751400000001,0.049906528,0.08351610599999999,0.037037306,0.09677419400000001,0.043010753,0.072259951,0.1,0.031405226,0.0,0.06572167259750533,0.07611208735980518,0.13168661663862363,0.0,0.06757131537516364,0.037791021740844886,0.0469153554521066,0.07889122988723231,0.0,0.03703852450997413,0.07539030623932763,0.04150453279823787
104,N,3,1,S,5,0.013821443000000001,0.0,0.04601740000000001,0.023601338,0.030075188,0.007518797,0.030693661,0.0,0.015933955,0.0,0.027804333729677277,0.05441007387653708,0.11600885381734272,0.0,0.04865014479878822,0.016204539358887455,0.03364749140703529,0.06938323340161627,0.0,0.031660248685604804,0.03168237790155359,0.016446496441480683
105,N,3,1,M,1,0.255873132,0.127020998,0.38056672,0.13416170000000002,-7.0,-7.0,0.485283526,0.8,0.183499747,0.1,0.4746618115185141,0.3957090560928815,0.3355470978664131,0.6,0.4543623877989683,0.2532384338625208,0.23103705804522287,0.19833674405183688,0.48,0.2846514866941497,0.4028818814028489,0.19869905922693593
106,N,3,1,M,2,0.18010219100000002,0.07588698,0.22943400000000003,0.08794109,-7.0,-7.0,0.277093293,0.1,0.100907417,0.1,0.2686546235248739,0.22887417674986274,0.13239179649269223,0.4,0.25560648347772497,0.14546508998171612,0.1282222439609012,0.07844211689358453,0.16000000000000003,0.13333684468142928,0.2386810710686842,0.11262043273565434
107,N,3,1,M,3,0.179233687,0.13852667300000002,0.13987158,0.057094532999999996,0.13725490199999998,0.078431373,0.134823274,0.4,0.053073123,0.2,0.12994120224219288,0.11148782835873933,0.13166332401647238,0.0,0.0929774108783136,0.07138720204522231,0.06291051583920984,0.07807035178823812,0.0,0.048742370874620425,0.13887149790023307,0.08147437847110803
108,N,3,1,M,4,0.10821559900000001,0.076227905,0.08351610599999999,0.037037306,0.073170732,0.048780488,0.0595797,0.1,0.027227576,0.1,0.05724326543619934,0.06672374497444275,0.1316081756101879,0.0,0.06390197248481205,0.03190047157760565,0.03818550463673901,0.07783006756824118,0.0,0.0337075777922771,0.07294057735266052,0.043385364303586166
109,N,3,1,M,5,0.011973618,0.013183618999999999,0.05449254,0.023323426,0.015151515,0.007575758,0.025110085,0.0,0.013785065,0.0,0.024091310248870488,0.051916740146689705,0.131583597436448,0.0,0.051115958473817086,0.013615165491023299,0.02976058349360091,0.0776439313328203,0.0,0.029734084045884845,0.02827293834889005,0.01758610824615605
110,N,3,2,S,1,0.267939366,0.108110861,0.34458354,0.06697135,-7.0,-7.0,0.521241905,0.2,0.17180171,0.0,0.49982198652624293,0.4041999154638273,0.4197599831786597,0.2,0.38409409924796273,0.3122278395865274,0.24580900664209324,0.24411499274856202,0.12,0.23383979966555618,0.42330079324751757,0.20948735430715515
111,N,3,2,S,2,0.22781195,0.10942929300000001,0.22612135,0.043162998,-7.0,-7.0,0.306820896,0.1,0.09386928900000001,0.1,0.2889001771602665,0.21328987324774423,0.13479332812915862,0.0,0.1594173041428802,0.18262542852336217,0.12469454073702535,0.07969769884108324,0.0,0.08849231351916628,0.2592057241020027,0.1276546378150969
112,N,3,2,S,3,0.142444401,0.023499887999999997,0.13395144,0.027568428,0.098591549,0.014084507,0.152507623,0.2,0.049188829,0.0,0.14175965369622867,0.10357588134122993,0.12898305003772603,0.0,0.0941024004096819,0.09066091992706532,0.06263357450535315,0.07726834825936625,0.0,0.06684744846256624,0.13507188975936466,0.05649580285810462
113,N,3,2,S,4,0.04621078,0.022246745,0.08208582,0.01762198,0.038461537999999997,0.012820513,0.068172256,0.2,0.025184547,0.1,0.06292789511084747,0.07143271290638646,0.13166997551115148,0.2,0.11734195118349795,0.04070637963089942,0.043866893716753445,0.0785844800647026,0.16000000000000003,0.07755706694929415,0.06218591100430848,0.03300114133691322
114,N,3,2,S,5,0.021474861,0.013129678999999998,0.045197642999999996,0.011147735,0.021126761,0.007042254,0.028884135,0.0,0.012737491,0.0,0.026576542586767102,0.04896277104432731,0.120718001540532,0.0,0.04978933410689015,0.017384741586300552,0.028525925015131445,0.07110832836910898,0.0,0.02751687049110376,0.0314745774077736,0.017944459150358
115,N,3,2,M,1,0.255257299,0.125852039,0.34458354,0.06697135,-7.0,-7.0,0.469659404,0.6,0.151876378,0.2,0.4631010336638849,0.40926124142627984,0.3190329353917776,0.6,0.4478678391635774,0.2813798341160285,0.23838652271129918,0.18983865664340396,0.24,0.24554169473630458,0.39931974452254115,0.19937369345683192
116,N,3,2,M,2,0.25669338,0.121859756,0.2419355,0.043443788,-7.0,-7.0,0.264724674,0.2,0.082086607,0.2,0.259631593699755,0.2388347082531586,0.13234294116144033,0.4,0.2578160933292555,0.15972322403650432,0.13481069290916434,0.0793917124723497,0.32000000000000006,0.1664143199709579,0.2549710889882284,0.12462006998641717
117,N,3,2,M,3,0.119460518,0.067028575,0.13395144,0.027568428,0.112676056,0.042253520999999995,0.127683505,0.0,0.042749942,0.0,0.12478211035918817,0.10673891243462906,0.131670064075408,0.0,0.08937127767224176,0.07770539489919202,0.06061809033229405,0.07885226893549235,0.0,0.05339692869277847,0.11966626144845431,0.062025500557871524
118,N,3,2,M,4,0.091752634,0.06401625400000001,0.08208579,0.01762198,0.086538462,0.048076923,0.056165892,0.0,0.021815757999999998,0.0,0.05478876297431652,0.07059860022950737,0.1315792800366293,0.0,0.06412738800285173,0.03452824142659949,0.0392862345531736,0.07726729488750392,0.0,0.03487506746367896,0.06832647230095597,0.039911621994943275
119,N,3,2,M,5,0.03555844,0.01062237,0.045197642999999996,0.011147735,0.026490066,0.01986755,0.023621713,0.0,0.011014858999999998,0.0,0.02302359685488379,0.054696778976001725,0.13159428792215294,0.2,0.10144311923405165,0.014680366461871477,0.02707336558759378,0.0751152974617523,0.08000000000000002,0.05370934976476991,0.03422513220772138,0.015847740262366315
120,unknown,1,1,S,1,0.540875958,0.254920447,0.40886837,0.28657472,0.587837838,0.30405405399999996,0.547540943,0.8,0.284634015,0.5,0.5480541443811062,0.5229877644655452,0.6495367685717977,0.6,0.583059623204475,0.27714756649022493,0.2579835486455512,0.34855518719886097,0.24,0.28842904000033204,0.5398647024616628,0.26867139428394404
121,unknown,1,1,S,2,0.338632855,0.15193188,0.2745247,0.2105279,0.34444444399999996,0.21111111100000002,0.329752855,0.6,0.165762965,0.5,0.3302160983999033,0.3205094946090833,0.13167140862202167,0.4,0.2944883699214864,0.169625370153057,0.14982478505356403,0.06237023989878209,0.08000000000000002,0.1264223883766067,0.3297778257522467,0.15928625005165525
122,unknown,1,1,S,3,0.228882245,0.112882299,0.17294987,0.14984605,0.214285714,0.11904761900000001,0.16667942,0.0,0.090271255,0.0,0.1669739106607033,0.2032902395604417,0.11750523416438091,0.0,0.12319825994951461,0.08710344949171978,0.09909085299422768,0.058752617082190456,0.0,0.06006550753929989,0.19145645380528625,0.09733696412148687
123,unknown,1,1,S,4,0.226345281,0.110722291,0.10359146,0.09722092,-7.0,-7.0,0.075202583,0.1,0.047214172,0.0,0.07535170242999223,0.17314001088649522,0.13119850262613086,0.0,0.09685127089143422,0.039908306976975456,0.0863467811308762,0.07512025386251961,0.0,0.04895598621803251,0.13750989432912186,0.07104788777696291
124,unknown,1,1,S,5,0.29305472899999996,0.138705139,0.060029097000000003,0.05952307,-7.0,-7.0,0.032001984,0.0,0.024149052999999997,0.0,0.03206913972204507,0.16052975776655135,0.09851832218868112,0.0,0.07482715323555808,0.017239733854874477,0.08074491346596774,0.05878647003254431,0.0,0.03440509447729536,0.12941390262214908,0.06520970983021056
125,unknown,1,1,M,1,0.545978899,0.263659093,0.40886837,0.28657472,0.52,0.26,0.49605245600000003,0.3,0.255662194,0.2,0.5114127845247717,0.478542920732296,0.4689885261574625,0.6,0.5158944860974954,0.24938605047263185,0.23244506156214156,0.25222766789769907,0.36,0.2776651860179903,0.5079967650642669,0.25028809975869337
126,unknown,1,1,M,2,0.284572867,0.17923197100000002,0.2745247,0.2105279,0.294117647,0.188235294,0.285807601,0.3,0.146414183,0.3,0.2985189492371426,0.2995170548105115,0.13166267079152377,0.4,0.2810009755909938,0.1479544375042941,0.1427739250896525,0.06679200849309276,0.08000000000000002,0.12097750905121012,0.2921041180119135,0.15409362914848665
127,unknown,1,1,M,3,0.205895164,0.055730942,0.17294987,0.14984605,0.152542373,0.06779661,0.13992938900000002,0.1,0.07890088099999999,0.1,0.14749560101867806,0.17950522080747092,0.13149107390348766,0.2,0.16327811103994777,0.07428135275532809,0.0880540285029284,0.07108188505322713,0.08000000000000002,0.07989274779556194,0.16820634370653725,0.07424180106456413
128,unknown,1,1,M,4,0.19780731899999998,0.100495802,0.10461464,0.10151389999999999,-7.0,-7.0,0.062040488,0.1,0.041022618,0.0,0.06571836217256687,0.14456354029656143,0.13115321053543277,0.0,0.08387769636976382,0.03362182177131835,0.07239053460566366,0.07676474335964338,0.0,0.05501483216379583,0.11753242736728207,0.061882694094245495
129,unknown,1,1,M,5,0.310242472,0.15486533,0.06060205,0.06468722,-7.0,-7.0,0.026186836,0.0,0.020915805,0.0,0.02780287637872706,0.13604677630069537,0.10333315986063658,0.0,0.06552835727052866,0.014445986186895911,0.06939716110349324,0.06111579111007014,0.0,0.036699397067783475,0.12506974016985561,0.06490607057259729
130,unknown,1,2,S,1,0.496350956,0.222106684,0.39581215,0.17611139,0.570512821,0.23076923100000002,0.531984065,0.6,0.240720095,0.3,0.5365314530429898,0.5217542377799936,0.6497113159450792,0.6,0.5792184558031656,0.3115775863066567,0.2957013038793219,0.38921515220845604,0.6,0.39602652149292344,0.5216551779557458,0.2675264172964947
131,unknown,1,2,S,2,0.34751940000000003,0.11347566199999999,0.26432690000000003,0.11886456599999999,0.333333333,0.149425287,0.316061359,0.2,0.136684564,0.1,0.32003023042442574,0.3273099325229331,0.1316330896763907,0.4,0.29173745436185217,0.1883333185350075,0.17897492968890716,0.07808411768419168,0.32000000000000006,0.18345402446940984,0.32773023048683975,0.15436711855597868
132,unknown,1,2,S,3,0.21064736,0.13078045900000002,0.16510506,0.07834144,0.166666667,0.1,0.158161056,0.1,0.073272583,0.1,0.16061592505868005,0.21014861232498877,0.11432392311306305,0.6,0.2695393193733885,0.09575963582799293,0.11635343628242313,0.06836314058096929,0.24,0.14357824445633904,0.1848932383459172,0.10404152852760401
133,unknown,1,2,S,4,0.24034967699999998,0.103322001,0.09851788,0.05071067,-7.0,-7.0,0.070961158,0.0,0.037984893,0.0,0.0721801864251855,0.1862492164915211,0.131135587498368,0.0,0.09648773792306736,0.04358758792442804,0.09824856396187431,0.07830400190024195,0.0,0.05600568085979922,0.14243505947917667,0.07078576147157559
134,unknown,1,2,S,5,0.27158818,0.121962611,0.05758101,0.032269407,-7.0,-7.0,0.030117722000000003,0.2,0.019336967,0.1,0.03065896116846031,0.1716611067952338,0.10410249669469308,0.0,0.07635180392957262,0.018747662832712505,0.09009048604902356,0.060572623630367875,0.0,0.047727696427535285,0.12600649249092352,0.06253443172043402
135,unknown,1,2,M,1,0.40383505399999997,0.25513274199999997,0.40432438,0.16950159,0.438709677,0.251612903,0.480405222,0.3,0.21487549600000003,0.0,0.49980850779602537,0.4728765384202238,0.4476861914360683,0.6,0.5033640837580715,0.2814150740882172,0.25386881610403333,0.2674277058551549,0.24,0.2630603423703272,0.4642313305540623,0.2513230320480626
136,unknown,1,2,M,2,0.352638128,0.157522691,0.2658028,0.11842841,0.333333333,0.130952381,0.273197003,0.1,0.12024076199999999,0.0,0.28888910117250755,0.30676011186396807,0.13161778068043894,0.2,0.23091889251359876,0.16492435548596668,0.16626173491549825,0.07885079336161073,0.08000000000000002,0.12098160556999665,0.3053710860091189,0.15223738585036622
137,unknown,1,2,M,3,0.138567091,0.11066647,0.16510506,0.07834144,0.163636364,0.127272727,0.132560649,0.1,0.063892948,0.1,0.14175309432494904,0.18088281491936406,0.1316587812710332,0.0,0.1134168954717408,0.08203278625494453,0.09557987264323005,0.07845258739189695,0.0,0.0537295706186269,0.14844091231107828,0.08804301922454365
138,unknown,1,2,M,4,0.215298716,0.154798191,0.09851788,0.05071067,-7.0,-7.0,0.05849445,0.0,0.032961774,0.0,0.06292471593161757,0.15396423250814462,0.13106665375247162,0.0,0.08667099275514947,0.0369036501828178,0.07478431419216516,0.07583918700037884,0.0,0.044826444754218105,0.12267052860994056,0.07486198234374575
139,unknown,1,2,M,5,0.23532960600000002,0.14299658199999998,0.05758101,0.032269407,-7.0,-7.0,0.024636254,0.2,0.016736945,0.2,0.02657514783077572,0.1431427238889736,0.10459455402864663,0.0,0.06903938688163112,0.015790989160787035,0.06734615674927963,0.05806772522758263,0.0,0.03513332477886215,0.10742093292993733,0.06071766822751666
140,unknown,2,1,S,1,0.5304892410000001,0.259771987,0.45695376,0.23733723,0.541666667,0.215277778,0.538576859,0.5,0.237694851,0.4,0.5371523228528393,0.48290403122758513,0.5881268448359707,0.6,0.5548854782602627,0.30336266649414156,0.28138177752563054,0.3523270014215664,0.36,0.32505557053466544,0.5222806135201061,0.270552820504943
141,unknown,2,1,S,2,0.213716505,0.07865158900000001,0.31489918,0.17527093,0.258823529,0.094117647,0.321818263,0.5,0.134734774,0.2,0.32057385680722067,0.24893767124087451,0.13161809242016684,0.6,0.3284878229716103,0.18356038015059162,0.14219040950275935,0.07442227216497853,0.24,0.1741225426720365,0.2762615740120238,0.13478428816333776
142,unknown,2,1,S,3,0.168206665,0.133161294,0.2025566,0.11774684,0.145454545,0.090909091,0.16172195,0.2,0.07215175900000001,0.1,0.16095285703829362,0.15116996685346742,0.12275304038874799,0.2,0.16305657464656714,0.09341726920964248,0.08768239534212158,0.07021863724190973,0.12,0.09523967158170696,0.16051285972294027,0.09660317938794102
143,unknown,2,1,S,4,0.252194419,0.11704267900000001,0.12435225,0.07572524,-7.0,-7.0,0.07272841299999999,0.1,0.037382078,0.1,0.07234759224148328,0.1230847131934173,0.13183883193413776,0.0,0.08485022742340967,0.042552215877874236,0.07608674741385288,0.07888228954267339,0.0,0.055116304301872095,0.13008878435872515,0.06826593007293177
144,unknown,2,1,S,5,0.29731348399999996,0.143921082,0.07198787,0.050002698,-7.0,-7.0,0.030901624,0.0,0.019024239,0.0,0.030733257610106306,0.10011511741818134,0.10630779761783835,0.0,0.06349281136215906,0.01831339594347821,0.06115179130136919,0.06415115226475565,0.0,0.037937783110822534,0.11476587075707191,0.060602627061211854
145,unknown,2,1,M,1,0.46014711700000005,0.221911458,0.4624641,0.24207783,0.47540983600000003,0.24590163899999998,0.48702397700000005,0.5,0.212084329,0.2,0.5004327668600517,0.45246542046700255,0.43482876699475076,0.6,0.5000829790996276,0.2737032451346993,0.260205695885815,0.25556383491350404,0.24,0.2634810525209496,0.4750173203317636,0.24197618200512855
146,unknown,2,1,M,2,0.21215164399999997,0.09620431199999999,0.31489918,0.17527093,0.21590909100000003,0.102272727,0.278491067,0.3,0.118493345,0.0,0.2894023431813014,0.24054851239684458,0.131615910604043,0.0,0.16664074899511616,0.1605718425123108,0.13627644350267765,0.07535423749256889,0.0,0.08745959593343706,0.25514839164453645,0.12788648575374711
147,unknown,2,1,M,3,0.101761666,0.057444540999999995,0.2025566,0.11774684,0.120689655,0.034482759,0.13563803300000002,0.0,0.062905861,0.0,0.14205715354186518,0.1448239951498037,0.13171336370495712,0.0,0.10867082024809105,0.07993814235881912,0.08275502471200022,0.07712300403511478,0.0,0.06296567575964175,0.13107021192291723,0.07076089226770482
148,unknown,2,1,M,4,0.185693988,0.092267352,0.12435225,0.07572524,-7.0,-7.0,0.059971269,0.1,0.032435988,0.1,0.06307211498542897,0.11023685859479761,0.1317337642032364,0.0,0.0795977367224441,0.03598676439865855,0.06646226254096539,0.07955792907092889,0.0,0.04704403644043234,0.10474355764505663,0.05678809173490598
149,unknown,2,1,M,5,0.27193712800000003,0.12693025,0.07276826,0.048933685,-7.0,-7.0,0.025281203,0.0,0.01646556,0.0,0.026639819866517478,0.09424307426287712,0.11601969661417241,0.0,0.06344284371757118,0.015407865685081285,0.05524721759189441,0.06962703128593245,0.0,0.0373499830152869,0.10452530628234866,0.05351272331924392
150,unknown,2,2,S,1,0.5368662329999999,0.132790813,0.45778573,0.13622834,0.563909774,0.187969925,0.522980284,0.7,0.19900818,0.2,0.5255922811544741,0.4897394031935564,0.5919057205973038,0.8,0.6014911741380229,0.3349380576911625,0.3077471131169616,0.3546103367157743,0.6400000000000001,0.3996320656417057,0.5187945503370076,0.24362104095203102
151,unknown,2,2,S,2,0.305613149,0.209437184,0.30887568,0.09017869999999999,0.30693069300000003,0.158415842,0.308304674,0.3,0.110379213,0.2,0.31054751187565427,0.25674127485917575,0.1316576449723406,0.6,0.32776951434520113,0.20018285944987357,0.15426313085411195,0.07862603758120867,0.24,0.1835770382591264,0.2953016524337075,0.16856559682599637
152,unknown,2,2,S,3,0.130540565,0.029951517,0.19550505,0.057899017000000004,0.074074074,0.018518519,0.153410302,0.1,0.058346274000000004,0.0,0.15478153997397234,0.15553992718982756,0.1189021967799545,0.2,0.15934688877502384,0.10090198500535402,0.09443296167255473,0.0712321247941581,0.12,0.09741295836305851,0.14856808354094997,0.07090818441947719
153,unknown,2,2,S,4,0.28599124,0.077654661,0.11839615,0.0371608,-7.0,-7.0,0.068616177,0.0,0.030014202,0.0,0.06929304223997408,0.129812625108408,0.13168794038773404,0.0,0.08463826691930523,0.045672127545430236,0.08233936310614531,0.07879866329119867,0.0,0.060569996829046326,0.13842827108709552,0.05892008841289389
154,unknown,2,2,S,5,0.288690738,0.07076978,0.06834415,0.024012126,-7.0,-7.0,0.029080205,0.0,0.01521743,0.0,0.029380038847606624,0.10636222396721585,0.11239276868144693,0.0,0.06490586103077198,0.01957471270640964,0.06082472504881403,0.0660246572325691,0.0,0.04217590899963097,0.11337830145370563,0.04159666193880592
